object,color,seed,prompt,image_path,object_raw,color_raw,object_predicted,color_predicted,binding_correct
banana,white,3,a photo of a white banana,banana/white/seed_0003.png,banana,yellow,banana,yellow,False
banana,white,4,a photo of a white banana,banana/white/seed_0004.png,banana,yellow,banana,yellow,False
banana,white,5,a photo of a white banana,banana/white/seed_0005.png,banana,yellow,banana,yellow,False
banana,white,6,a photo of a white banana,banana/white/seed_0006.png,banana,yellow,banana,yellow,False
banana,white,7,a photo of a white banana,banana/white/seed_0007.png,banana,yellow,banana,yellow,False
banana,white,8,a photo of a white banana,banana/white/seed_0008.png,banana,yellow,banana,yellow,False
banana,white,9,a photo of a white banana,banana/white/seed_0009.png,banana,yellow,banana,yellow,False
banana,white,10,a photo of a white banana,banana/white/seed_0010.png,banana,yellow,banana,yellow,False
banana,white,11,a photo of a white banana,banana/white/seed_0011.png,banana,yellow,banana,yellow,False
banana,white,12,a photo of a white banana,banana/white/seed_0012.png,banana,yellow,banana,yellow,False
banana,white,13,a photo of a white banana,banana/white/seed_0013.png,banana,yellow,banana,yellow,False
banana,white,14,a photo of a white banana,banana/white/seed_0014.png,banana,yellow,banana,yellow,False
banana,white,15,a photo of a white banana,banana/white/seed_0015.png,banana,yellow,banana,yellow,False
banana,white,16,a photo of a white banana,banana/white/seed_0016.png,banana,yellow,banana,yellow,False
banana,white,17,a photo of a white banana,banana/white/seed_0017.png,banana,yellow,banana,yellow,False
banana,white,18,a photo of a white banana,banana/white/seed_0018.png,banana,white,banana,white,True
banana,white,19,a photo of a white banana,banana/white/seed_0019.png,banana,yellow,banana,yellow,False
banana,white,20,a photo of a white banana,banana/white/seed_0020.png,banana,yellow,banana,yellow,False
banana,white,21,a photo of a white banana,banana/white/seed_0021.png,banana,yellow,banana,yellow,False
banana,white,22,a photo of a white banana,banana/white/seed_0022.png,banana,yellow,banana,yellow,False
banana,white,23,a photo of a white banana,banana/white/seed_0023.png,banana,yellow,banana,yellow,False
banana,white,24,a photo of a white banana,banana/white/seed_0024.png,banana,yellow,banana,yellow,False
banana,white,25,a photo of a white banana,banana/white/seed_0025.png,banana,yellow,banana,yellow,False
banana,white,26,a photo of a white banana,banana/white/seed_0026.png,banana,green,banana,green,False
banana,white,27,a photo of a white banana,banana/white/seed_0027.png,banana,yellow,banana,yellow,False
banana,white,28,a photo of a white banana,banana/white/seed_0028.png,banana,yellow,banana,yellow,False
banana,white,29,a photo of a white banana,banana/white/seed_0029.png,banana,yellow,banana,yellow,False
banana,black,0,a photo of a black banana,banana/black/seed_0000.png,ring,black,unmatched,black,False
banana,black,1,a photo of a black banana,banana/black/seed_0001.png,eggplant,black,unmatched,black,False
banana,black,2,a photo of a black banana,banana/black/seed_0002.png,banana,yellow,banana,yellow,False
banana,black,3,a photo of a black banana,banana/black/seed_0003.png,banana,purple,banana,purple,False
banana,black,4,a photo of a black banana,banana/black/seed_0004.png,banana,green,banana,green,False
banana,black,5,a photo of a black banana,banana/black/seed_0005.png,eggplant,black,unmatched,black,False
banana,black,6,a photo of a black banana,banana/black/seed_0006.png,banana,green,banana,green,False
banana,black,7,a photo of a black banana,banana/black/seed_0007.png,plantain,black,unmatched,black,False
banana,black,8,a photo of a black banana,banana/black/seed_0008.png,banana,yellow,banana,yellow,False
banana,black,9,a photo of a black banana,banana/black/seed_0009.png,banana,brown,banana,brown,False
banana,black,10,a photo of a black banana,banana/black/seed_0010.png,banana,black,banana,black,True
banana,black,11,a photo of a black banana,banana/black/seed_0011.png,banana,yellow,banana,yellow,False
banana,black,12,a photo of a black banana,banana/black/seed_0012.png,eggplant,black,unmatched,black,False
banana,black,13,a photo of a black banana,banana/black/seed_0013.png,eggplant,purple,unmatched,purple,False
banana,black,14,a photo of a black banana,banana/black/seed_0014.png,banana,black,banana,black,True
banana,black,15,a photo of a black banana,banana/black/seed_0015.png,banana,black,banana,black,True
banana,black,16,a photo of a black banana,banana/black/seed_0016.png,banana,yellow,banana,yellow,False
banana,black,17,a photo of a black banana,banana/black/seed_0017.png,bean,black,unmatched,black,False
banana,black,18,a photo of a black banana,banana/black/seed_0018.png,eggplant,black,unmatched,black,False
banana,black,19,a photo of a black banana,banana/black/seed_0019.png,banana,yellow,banana,yellow,False
banana,black,20,a photo of a black banana,banana/black/seed_0020.png,banana,black,banana,black,True
banana,black,21,a photo of a black banana,banana/black/seed_0021.png,eggplant,yellow,unmatched,yellow,False
banana,black,22,a photo of a black banana,banana/black/seed_0022.png,plant,yellow,unmatched,yellow,False
banana,black,23,a photo of a black banana,banana/black/seed_0023.png,banana,black,banana,black,True
banana,black,24,a photo of a black banana,banana/black/seed_0024.png,eggplant,yellow,unmatched,yellow,False
banana,black,25,a photo of a black banana,banana/black/seed_0025.png,eggplant,black,unmatched,black,False
banana,black,26,a photo of a black banana,banana/black/seed_0026.png,eggplant,black,unmatched,black,False
banana,black,27,a photo of a black banana,banana/black/seed_0027.png,eggplant,purple,unmatched,purple,False
banana,black,28,a photo of a black banana,banana/black/seed_0028.png,eggplant,black,unmatched,black,False
banana,black,29,a photo of a black banana,banana/black/seed_0029.png,banana,green,banana,green,False
banana,brown,0,a photo of a brown banana,banana/brown/seed_0000.png,banana,green,banana,green,False
banana,brown,1,a photo of a brown banana,banana/brown/seed_0001.png,bananas,yellow,banana,yellow,False
banana,brown,2,a photo of a brown banana,banana/brown/seed_0002.png,banana,yellow,banana,yellow,False
banana,brown,3,a photo of a brown banana,banana/brown/seed_0003.png,banana,yellow,banana,yellow,False
banana,brown,4,a photo of a brown banana,banana/brown/seed_0004.png,banana,yellow,banana,yellow,False
banana,brown,5,a photo of a brown banana,banana/brown/seed_0005.png,banana,yellow,banana,yellow,False
banana,brown,6,a photo of a brown banana,banana/brown/seed_0006.png,bananas,yellow,banana,yellow,False
banana,brown,7,a photo of a brown banana,banana/brown/seed_0007.png,bananas,yellow,banana,yellow,False
banana,brown,8,a photo of a brown banana,banana/brown/seed_0008.png,banana,yellow,banana,yellow,False
banana,brown,9,a photo of a brown banana,banana/brown/seed_0009.png,banana,yellow,banana,yellow,False
banana,brown,10,a photo of a brown banana,banana/brown/seed_0010.png,banana,yellow,banana,yellow,False
banana,brown,11,a photo of a brown banana,banana/brown/seed_0011.png,banana,yellow,banana,yellow,False
banana,brown,12,a photo of a brown banana,banana/brown/seed_0012.png,banana,yellow,banana,yellow,False
banana,brown,13,a photo of a brown banana,banana/brown/seed_0013.png,banana,brown,banana,brown,True
banana,brown,14,a photo of a brown banana,banana/brown/seed_0014.png,banana,yellow,banana,yellow,False
banana,brown,15,a photo of a brown banana,banana/brown/seed_0015.png,banana,yellow,banana,yellow,False
banana,brown,16,a photo of a brown banana,banana/brown/seed_0016.png,banana,yellow,banana,yellow,False
banana,brown,17,a photo of a brown banana,banana/brown/seed_0017.png,bananas,yellow,banana,yellow,False
banana,brown,18,a photo of a brown banana,banana/brown/seed_0018.png,bananas,yellow,banana,yellow,False
banana,brown,19,a photo of a brown banana,banana/brown/seed_0019.png,bananas,yellow,banana,yellow,False
banana,brown,20,a photo of a brown banana,banana/brown/seed_0020.png,banana,yellow,banana,yellow,False
banana,brown,21,a photo of a brown banana,banana/brown/seed_0021.png,banana,yellow,banana,yellow,False
banana,brown,22,a photo of a brown banana,banana/brown/seed_0022.png,banana,yellow,banana,yellow,False
banana,brown,23,a photo of a brown banana,banana/brown/seed_0023.png,banana,brown,banana,brown,True
banana,brown,24,a photo of a brown banana,banana/brown/seed_0024.png,banana,yellow,banana,yellow,False
banana,brown,25,a photo of a brown banana,banana/brown/seed_0025.png,bananas,yellow,banana,yellow,False
banana,brown,26,a photo of a brown banana,banana/brown/seed_0026.png,banana,yellow,banana,yellow,False
banana,brown,27,a photo of a brown banana,banana/brown/seed_0027.png,banana,yellow,banana,yellow,False
banana,brown,28,a photo of a brown banana,banana/brown/seed_0028.png,banana,yellow,banana,yellow,False
banana,brown,29,a photo of a brown banana,banana/brown/seed_0029.png,bananas,yellow,banana,yellow,False
apple,blue,0,a photo of a blue apple,apple/blue/seed_0000.png,apple,blue,apple,blue,True
apple,blue,1,a photo of a blue apple,apple/blue/seed_0001.png,apple,purple,apple,purple,False
apple,blue,2,a photo of a blue apple,apple/blue/seed_0002.png,apple,blue,apple,blue,True
apple,blue,3,a photo of a blue apple,apple/blue/seed_0003.png,apple,purple,apple,purple,False
apple,blue,4,a photo of a blue apple,apple/blue/seed_0004.png,apple,green,apple,green,False
apple,blue,5,a photo of a blue apple,apple/blue/seed_0005.png,apple,blue,apple,blue,True
apple,blue,6,a photo of a blue apple,apple/blue/seed_0006.png,apple,blue,apple,blue,True
apple,blue,7,a photo of a blue apple,apple/blue/seed_0007.png,apple,blue,apple,blue,True
apple,blue,8,a photo of a blue apple,apple/blue/seed_0008.png,apple,red,apple,red,False
apple,blue,9,a photo of a blue apple,apple/blue/seed_0009.png,apple,purple,apple,purple,False
apple,blue,10,a photo of a blue apple,apple/blue/seed_0010.png,apple,purple,apple,purple,False
apple,blue,11,a photo of a blue apple,apple/blue/seed_0011.png,apple,blue,apple,blue,True
apple,blue,12,a photo of a blue apple,apple/blue/seed_0012.png,apple,blue,apple,blue,True
apple,blue,13,a photo of a blue apple,apple/blue/seed_0013.png,apple,blue,apple,blue,True
apple,blue,14,a photo of a blue apple,apple/blue/seed_0014.png,apple,blue,apple,blue,True
apple,blue,15,a photo of a blue apple,apple/blue/seed_0015.png,apple,purple,apple,purple,False
apple,blue,16,a photo of a blue apple,apple/blue/seed_0016.png,apple,blue,apple,blue,True
apple,blue,17,a photo of a blue apple,apple/blue/seed_0017.png,apple,blue,apple,blue,True
apple,blue,18,a photo of a blue apple,apple/blue/seed_0018.png,apple,blue,apple,blue,True
apple,blue,19,a photo of a blue apple,apple/blue/seed_0019.png,apple,red,apple,red,False
apple,blue,20,a photo of a blue apple,apple/blue/seed_0020.png,apple,red,apple,red,False
apple,blue,21,a photo of a blue apple,apple/blue/seed_0021.png,apple,purple,apple,purple,False
apple,blue,22,a photo of a blue apple,apple/blue/seed_0022.png,apple,green,apple,green,False
apple,blue,23,a photo of a blue apple,apple/blue/seed_0023.png,apple,blue,apple,blue,True
apple,blue,24,a photo of a blue apple,apple/blue/seed_0024.png,apple,red,apple,red,False
apple,blue,25,a photo of a blue apple,apple/blue/seed_0025.png,apple,red,apple,red,False
apple,blue,26,a photo of a blue apple,apple/blue/seed_0026.png,apple,blue,apple,blue,True
apple,blue,27,a photo of a blue apple,apple/blue/seed_0027.png,apple,red,apple,red,False
apple,blue,28,a photo of a blue apple,apple/blue/seed_0028.png,apple,blue,apple,blue,True
apple,blue,29,a photo of a blue apple,apple/blue/seed_0029.png,apple,green,apple,green,False
apple,yellow,0,a photo of a yellow apple,apple/yellow/seed_0000.png,apple,green,apple,green,False
apple,yellow,1,a photo of a yellow apple,apple/yellow/seed_0001.png,apple,yellow,apple,yellow,True
apple,yellow,2,a photo of a yellow apple,apple/yellow/seed_0002.png,apple,yellow,apple,yellow,True
apple,yellow,3,a photo of a yellow apple,apple/yellow/seed_0003.png,apple,yellow,apple,yellow,True
apple,yellow,4,a photo of a yellow apple,apple/yellow/seed_0004.png,apple,green,apple,green,False
apple,yellow,5,a photo of a yellow apple,apple/yellow/seed_0005.png,apple,yellow,apple,yellow,True
apple,yellow,6,a photo of a yellow apple,apple/yellow/seed_0006.png,apple,yellow,apple,yellow,True
apple,yellow,7,a photo of a yellow apple,apple/yellow/seed_0007.png,apple,yellow,apple,yellow,True
apple,yellow,8,a photo of a yellow apple,apple/yellow/seed_0008.png,apple,yellow,apple,yellow,True
apple,yellow,9,a photo of a yellow apple,apple/yellow/seed_0009.png,apple,yellow,apple,yellow,True
apple,yellow,10,a photo of a yellow apple,apple/yellow/seed_0010.png,apple,green,apple,green,False
apple,yellow,11,a photo of a yellow apple,apple/yellow/seed_0011.png,apple,green,apple,green,False
apple,yellow,12,a photo of a yellow apple,apple/yellow/seed_0012.png,apple,yellow,apple,yellow,True
apple,yellow,13,a photo of a yellow apple,apple/yellow/seed_0013.png,apple,green,apple,green,False
apple,yellow,14,a photo of a yellow apple,apple/yellow/seed_0014.png,apple,green,apple,green,False
apple,yellow,15,a photo of a yellow apple,apple/yellow/seed_0015.png,apple,yellow,apple,yellow,True
apple,yellow,16,a photo of a yellow apple,apple/yellow/seed_0016.png,apple,yellow,apple,yellow,True
apple,yellow,17,a photo of a yellow apple,apple/yellow/seed_0017.png,apple,green,apple,green,False
apple,yellow,18,a photo of a yellow apple,apple/yellow/seed_0018.png,apple,gray,apple,unmatched,False
apple,yellow,19,a photo of a yellow apple,apple/yellow/seed_0019.png,apple,yellow,apple,yellow,True
apple,yellow,20,a photo of a yellow apple,apple/yellow/seed_0020.png,apple,yellow,apple,yellow,True
apple,yellow,21,a photo of a yellow apple,apple/yellow/seed_0021.png,apple,green,apple,green,False
apple,yellow,22,a photo of a yellow apple,apple/yellow/seed_0022.png,apple,green,apple,green,False
apple,yellow,23,a photo of a yellow apple,apple/yellow/seed_0023.png,apple,green,apple,green,False
apple,yellow,24,a photo of a yellow apple,apple/yellow/seed_0024.png,apple,yellow,apple,yellow,True
apple,yellow,25,a photo of a yellow apple,apple/yellow/seed_0025.png,apple,green,apple,green,False
apple,yellow,26,a photo of a yellow apple,apple/yellow/seed_0026.png,apple,yellow,apple,yellow,True
apple,yellow,27,a photo of a yellow apple,apple/yellow/seed_0027.png,apple,green,apple,green,False
apple,yellow,28,a photo of a yellow apple,apple/yellow/seed_0028.png,apple,green,apple,green,False
apple,yellow,29,a photo of a yellow apple,apple/yellow/seed_0029.png,apple,yellow,apple,yellow,True
apple,red,0,a photo of a red apple,apple/red/seed_0000.png,apple,red,apple,red,True
apple,red,1,a photo of a red apple,apple/red/seed_0001.png,apple,red,apple,red,True
apple,red,2,a photo of a red apple,apple/red/seed_0002.png,apple,red,apple,red,True
apple,red,3,a photo of a red apple,apple/red/seed_0003.png,apple,red,apple,red,True
apple,red,4,a photo of a red apple,apple/red/seed_0004.png,apple,red,apple,red,True
apple,red,5,a photo of a red apple,apple/red/seed_0005.png,apple,red,apple,red,True
apple,red,6,a photo of a red apple,apple/red/seed_0006.png,apple,red,apple,red,True
apple,red,7,a photo of a red apple,apple/red/seed_0007.png,apple,red,apple,red,True
apple,red,8,a photo of a red apple,apple/red/seed_0008.png,apple,red,apple,red,True
apple,red,9,a photo of a red apple,apple/red/seed_0009.png,apple,red,apple,red,True
apple,red,10,a photo of a red apple,apple/red/seed_0010.png,apple,red,apple,red,True
apple,red,11,a photo of a red apple,apple/red/seed_0011.png,apple,red,apple,red,True
apple,red,12,a photo of a red apple,apple/red/seed_0012.png,apple,red,apple,red,True
apple,red,13,a photo of a red apple,apple/red/seed_0013.png,apple,red,apple,red,True
apple,red,14,a photo of a red apple,apple/red/seed_0014.png,apple,red,apple,red,True
apple,red,15,a photo of a red apple,apple/red/seed_0015.png,apple,red,apple,red,True
apple,red,16,a photo of a red apple,apple/red/seed_0016.png,apple,red,apple,red,True
apple,red,17,a photo of a red apple,apple/red/seed_0017.png,apple,red,apple,red,True
apple,red,18,a photo of a red apple,apple/red/seed_0018.png,apple,red,apple,red,True
apple,red,19,a photo of a red apple,apple/red/seed_0019.png,apple,red,apple,red,True
apple,red,20,a photo of a red apple,apple/red/seed_0020.png,apple,red,apple,red,True
apple,red,21,a photo of a red apple,apple/red/seed_0021.png,apple,red,apple,red,True
apple,red,22,a photo of a red apple,apple/red/seed_0022.png,apple,red,apple,red,True
apple,red,23,a photo of a red apple,apple/red/seed_0023.png,apple,red,apple,red,True
apple,red,24,a photo of a red apple,apple/red/seed_0024.png,apple,red,apple,red,True
apple,red,25,a photo of a red apple,apple/red/seed_0025.png,apple,red,apple,red,True
apple,red,26,a photo of a red apple,apple/red/seed_0026.png,apple,red,apple,red,True
apple,red,27,a photo of a red apple,apple/red/seed_0027.png,apple,red,apple,red,True
apple,red,28,a photo of a red apple,apple/red/seed_0028.png,apple,red,apple,red,True
apple,red,29,a photo of a red apple,apple/red/seed_0029.png,apple,red,apple,red,True
apple,green,0,a photo of a green apple,apple/green/seed_0000.png,apple,green,apple,green,True
apple,green,1,a photo of a green apple,apple/green/seed_0001.png,apple,green,apple,green,True
apple,green,2,a photo of a green apple,apple/green/seed_0002.png,apple,green,apple,green,True
apple,green,3,a photo of a green apple,apple/green/seed_0003.png,apple,green,apple,green,True
apple,green,4,a photo of a green apple,apple/green/seed_0004.png,apple,green,apple,green,True
apple,green,5,a photo of a green apple,apple/green/seed_0005.png,apple,green,apple,green,True
apple,green,6,a photo of a green apple,apple/green/seed_0006.png,apple,green,apple,green,True
apple,green,7,a photo of a green apple,apple/green/seed_0007.png,apple,green,apple,green,True
apple,green,8,a photo of a green apple,apple/green/seed_0008.png,apple,green,apple,green,True
apple,green,9,a photo of a green apple,apple/green/seed_0009.png,apple,yellow,apple,yellow,False
apple,green,10,a photo of a green apple,apple/green/seed_0010.png,apple,green,apple,green,True
apple,green,11,a photo of a green apple,apple/green/seed_0011.png,apple,green,apple,green,True
apple,green,12,a photo of a green apple,apple/green/seed_0012.png,apple,green,apple,green,True
apple,green,13,a photo of a green apple,apple/green/seed_0013.png,apple,green,apple,green,True
apple,green,14,a photo of a green apple,apple/green/seed_0014.png,apple,green,apple,green,True
apple,green,15,a photo of a green apple,apple/green/seed_0015.png,apple,green,apple,green,True
apple,green,16,a photo of a green apple,apple/green/seed_0016.png,apple,green,apple,green,True
apple,green,17,a photo of a green apple,apple/green/seed_0017.png,apple,green,apple,green,True
apple,green,18,a photo of a green apple,apple/green/seed_0018.png,apple,green,apple,green,True
apple,green,19,a photo of a green apple,apple/green/seed_0019.png,apple,green,apple,green,True
apple,green,20,a photo of a green apple,apple/green/seed_0020.png,apple,green,apple,green,True
apple,green,21,a photo of a green apple,apple/green/seed_0021.png,apple,green,apple,green,True
apple,green,22,a photo of a green apple,apple/green/seed_0022.png,apple,green,apple,green,True
apple,green,23,a photo of a green apple,apple/green/seed_0023.png,apple,green,apple,green,True
apple,green,24,a photo of a green apple,apple/green/seed_0024.png,apple,green,apple,green,True
apple,green,25,a photo of a green apple,apple/green/seed_0025.png,apple,green,apple,green,True
apple,green,26,a photo of a green apple,apple/green/seed_0026.png,apple,green,apple,green,True
apple,green,27,a photo of a green apple,apple/green/seed_0027.png,apple,green,apple,green,True
apple,green,28,a photo of a green apple,apple/green/seed_0028.png,apple,green,apple,green,True
apple,green,29,a photo of a green apple,apple/green/seed_0029.png,apple,green,apple,green,True
apple,pink,0,a photo of a pink apple,apple/pink/seed_0000.png,apple,red,apple,red,False
apple,pink,1,a photo of a pink apple,apple/pink/seed_0001.png,apple,red,apple,red,False
apple,pink,2,a photo of a pink apple,apple/pink/seed_0002.png,apple,red,apple,red,False
apple,pink,3,a photo of a pink apple,apple/pink/seed_0003.png,apple,red,apple,red,False
apple,pink,4,a photo of a pink apple,apple/pink/seed_0004.png,apple,red,apple,red,False
apple,pink,5,a photo of a pink apple,apple/pink/seed_0005.png,apple,pink,apple,pink,True
apple,pink,6,a photo of a pink apple,apple/pink/seed_0006.png,apple,red,apple,red,False
apple,pink,7,a photo of a pink apple,apple/pink/seed_0007.png,apple,red,apple,red,False
apple,pink,8,a photo of a pink apple,apple/pink/seed_0008.png,apple,red,apple,red,False
apple,pink,9,a photo of a pink apple,apple/pink/seed_0009.png,apple,pink,apple,pink,True
apple,pink,10,a photo of a pink apple,apple/pink/seed_0010.png,apple,red,apple,red,False
apple,pink,11,a photo of a pink apple,apple/pink/seed_0011.png,apple,red,apple,red,False
apple,pink,12,a photo of a pink apple,apple/pink/seed_0012.png,apple,red,apple,red,False
apple,pink,13,a photo of a pink apple,apple/pink/seed_0013.png,apple,red,apple,red,False
apple,pink,14,a photo of a pink apple,apple/pink/seed_0014.png,apple,red,apple,red,False
apple,pink,15,a photo of a pink apple,apple/pink/seed_0015.png,apple,red,apple,red,False
apple,pink,16,a photo of a pink apple,apple/pink/seed_0016.png,apple,red,apple,red,False
apple,pink,17,a photo of a pink apple,apple/pink/seed_0017.png,apple,red,apple,red,False
apple,pink,18,a photo of a pink apple,apple/pink/seed_0018.png,apple,red,apple,red,False
apple,pink,19,a photo of a pink apple,apple/pink/seed_0019.png,apple,red,apple,red,False
apple,pink,20,a photo of a pink apple,apple/pink/seed_0020.png,apple,red,apple,red,False
apple,pink,21,a photo of a pink apple,apple/pink/seed_0021.png,apple,red,apple,red,False
apple,pink,22,a photo of a pink apple,apple/pink/seed_0022.png,apple,red,apple,red,False
apple,pink,23,a photo of a pink apple,apple/pink/seed_0023.png,apple,red,apple,red,False
apple,pink,24,a photo of a pink apple,apple/pink/seed_0024.png,apple,red,apple,red,False
apple,pink,25,a photo of a pink apple,apple/pink/seed_0025.png,apple,red,apple,red,False
apple,pink,26,a photo of a pink apple,apple/pink/seed_0026.png,apple,red,apple,red,False
apple,pink,27,a photo of a pink apple,apple/pink/seed_0027.png,apple,red,apple,red,False
apple,pink,28,a photo of a pink apple,apple/pink/seed_0028.png,apple,red,apple,red,False
apple,pink,29,a photo of a pink apple,apple/pink/seed_0029.png,apple,red,apple,red,False
apple,orange,0,a photo of a orange apple,apple/orange/seed_0000.png,apple,green,apple,green,False
apple,orange,1,a photo of a orange apple,apple/orange/seed_0001.png,apple,red,apple,red,False
apple,orange,2,a photo of a orange apple,apple/orange/seed_0002.png,apple,orange,apple,orange,True
apple,orange,3,a photo of a orange apple,apple/orange/seed_0003.png,apple,red,apple,red,False
apple,orange,4,a photo of a orange apple,apple/orange/seed_0004.png,apple,red,apple,red,False
apple,orange,5,a photo of a orange apple,apple/orange/seed_0005.png,apple,red,apple,red,False
apple,orange,6,a photo of a orange apple,apple/orange/seed_0006.png,apple,red,apple,red,False
apple,orange,7,a photo of a orange apple,apple/orange/seed_0007.png,apple,red,apple,red,False
apple,orange,8,a photo of a orange apple,apple/orange/seed_0008.png,apple,orange,apple,orange,True
apple,orange,9,a photo of a orange apple,apple/orange/seed_0009.png,apple,red,apple,red,False
apple,orange,10,a photo of a orange apple,apple/orange/seed_0010.png,apple,red,apple,red,False
apple,orange,11,a photo of a orange apple,apple/orange/seed_0011.png,apple,red,apple,red,False
apple,orange,12,a photo of a orange apple,apple/orange/seed_0012.png,apple,red,apple,red,False
apple,orange,13,a photo of a orange apple,apple/orange/seed_0013.png,apple,red,apple,red,False
apple,orange,14,a photo of a orange apple,apple/orange/seed_0014.png,apple,orange,apple,orange,True
apple,orange,15,a photo of a orange apple,apple/orange/seed_0015.png,apple,red,apple,red,False
apple,orange,16,a photo of a orange apple,apple/orange/seed_0016.png,apple,red,apple,red,False
apple,orange,17,a photo of a orange apple,apple/orange/seed_0017.png,apple,red,apple,red,False
apple,orange,18,a photo of a orange apple,apple/orange/seed_0018.png,apple,red,apple,red,False
apple,orange,19,a photo of a orange apple,apple/orange/seed_0019.png,apple,red,apple,red,False
apple,orange,20,a photo of a orange apple,apple/orange/seed_0020.png,apple,red,apple,red,False
apple,orange,21,a photo of a orange apple,apple/orange/seed_0021.png,apple,red,apple,red,False
apple,orange,22,a photo of a orange apple,apple/orange/seed_0022.png,apple,orange,apple,orange,True
apple,orange,23,a photo of a orange apple,apple/orange/seed_0023.png,apple,red,apple,red,False
apple,orange,24,a photo of a orange apple,apple/orange/seed_0024.png,apple,red,apple,red,False
apple,orange,25,a photo of a orange apple,apple/orange/seed_0025.png,apple,red,apple,red,False
apple,orange,26,a photo of a orange apple,apple/orange/seed_0026.png,apple,red,apple,red,False
apple,orange,27,a photo of a orange apple,apple/orange/seed_0027.png,apple,red,apple,red,False
apple,orange,28,a photo of a orange apple,apple/orange/seed_0028.png,apple,red,apple,red,False
apple,orange,29,a photo of a orange apple,apple/orange/seed_0029.png,apple,red,apple,red,False
apple,purple,0,a photo of a purple apple,apple/purple/seed_0000.png,apple,purple,apple,purple,True
apple,purple,1,a photo of a purple apple,apple/purple/seed_0001.png,apple,red,apple,red,False
apple,purple,2,a photo of a purple apple,apple/purple/seed_0002.png,apple,red,apple,red,False
apple,purple,3,a photo of a purple apple,apple/purple/seed_0003.png,apple,purple,apple,purple,True
apple,purple,4,a photo of a purple apple,apple/purple/seed_0004.png,apple,red,apple,red,False
apple,purple,5,a photo of a purple apple,apple/purple/seed_0005.png,apple,purple,apple,purple,True
apple,purple,6,a photo of a purple apple,apple/purple/seed_0006.png,apple,red,apple,red,False
apple,purple,7,a photo of a purple apple,apple/purple/seed_0007.png,apple,red,apple,red,False
apple,purple,8,a photo of a purple apple,apple/purple/seed_0008.png,apple,red,apple,red,False
apple,purple,9,a photo of a purple apple,apple/purple/seed_0009.png,apple,red,apple,red,False
apple,purple,10,a photo of a purple apple,apple/purple/seed_0010.png,apple,red,apple,red,False
apple,purple,11,a photo of a purple apple,apple/purple/seed_0011.png,apple,red,apple,red,False
apple,purple,12,a photo of a purple apple,apple/purple/seed_0012.png,apple,purple,apple,purple,True
apple,purple,13,a photo of a purple apple,apple/purple/seed_0013.png,apple,red,apple,red,False
apple,purple,14,a photo of a purple apple,apple/purple/seed_0014.png,apple,red,apple,red,False
apple,purple,15,a photo of a purple apple,apple/purple/seed_0015.png,apple,red,apple,red,False
apple,purple,16,a photo of a purple apple,apple/purple/seed_0016.png,apple,red,apple,red,False
apple,purple,17,a photo of a purple apple,apple/purple/seed_0017.png,apple,purple,apple,purple,True
apple,purple,18,a photo of a purple apple,apple/purple/seed_0018.png,apple,purple,apple,purple,True
apple,purple,19,a photo of a purple apple,apple/purple/seed_0019.png,apple,red,apple,red,False
apple,purple,20,a photo of a purple apple,apple/purple/seed_0020.png,apple,red,apple,red,False
apple,purple,21,a photo of a purple apple,apple/purple/seed_0021.png,apple,red,apple,red,False
apple,purple,22,a photo of a purple apple,apple/purple/seed_0022.png,apple,red,apple,red,False
apple,purple,23,a photo of a purple apple,apple/purple/seed_0023.png,apple,purple,apple,purple,True
apple,purple,24,a photo of a purple apple,apple/purple/seed_0024.png,apple,red,apple,red,False
apple,purple,25,a photo of a purple apple,apple/purple/seed_0025.png,apple,red,apple,red,False
apple,purple,26,a photo of a purple apple,apple/purple/seed_0026.png,apple,purple,apple,purple,True
apple,purple,27,a photo of a purple apple,apple/purple/seed_0027.png,apple,purple,apple,purple,True
apple,purple,28,a photo of a purple apple,apple/purple/seed_0028.png,apple,purple,apple,purple,True
apple,purple,29,a photo of a purple apple,apple/purple/seed_0029.png,apple,red,apple,red,False
apple,white,0,a photo of a white apple,apple/white/seed_0000.png,apple,green,apple,green,False
apple,white,1,a photo of a white apple,apple/white/seed_0001.png,apple,green,apple,green,False
apple,white,2,a photo of a white apple,apple/white/seed_0002.png,apple,green,apple,green,False
apple,white,3,a photo of a white apple,apple/white/seed_0003.png,apple,yellow,apple,yellow,False
apple,white,4,a photo of a white apple,apple/white/seed_0004.png,apple,green,apple,green,False
apple,white,5,a photo of a white apple,apple/white/seed_0005.png,apple,white,apple,white,True
apple,white,6,a photo of a white apple,apple/white/seed_0006.png,apple,white,apple,white,True
apple,white,7,a photo of a white apple,apple/white/seed_0007.png,apple,green,apple,green,False
apple,white,8,a photo of a white apple,apple/white/seed_0008.png,apple,green,apple,green,False
apple,white,9,a photo of a white apple,apple/white/seed_0009.png,apple,white,apple,white,True
apple,white,10,a photo of a white apple,apple/white/seed_0010.png,apple,green,apple,green,False
apple,white,11,a photo of a white apple,apple/white/seed_0011.png,apple,white,apple,white,True
apple,white,12,a photo of a white apple,apple/white/seed_0012.png,apple,white,apple,white,True
apple,white,13,a photo of a white apple,apple/white/seed_0013.png,apple,green,apple,green,False
apple,white,14,a photo of a white apple,apple/white/seed_0014.png,apple,green,apple,green,False
apple,white,15,a photo of a white apple,apple/white/seed_0015.png,apple,green,apple,green,False
